date,category,region,units_sold,unit_price,sales,profit,margin_pct
2025-01-17,Sports,West,21,57.85,1214.85,495.21,40.8
2025-01-18,Electronics,East,46,329.09,15138.14,2429.8,16.1
2025-01-18,Books,North,4,36.99,147.96,41.76,28.2
2025-01-18,Sports,South,49,228.12,11177.88,4642.07,41.5
2025-01-18,Clothing,West,51,31.74,1618.74,655.19,40.5
2025-01-19,Clothing,South,54,46.61,2516.94,897.48,35.7
2025-01-19,Food & Beverage,South,58,20.76,1204.08,391.56,32.5
2025-01-19,Books,South,14,19.97,279.58,113.12,40.5
2025-01-19,Food & Beverage,North,41,11.82,484.62,117.39,24.2
2025-01-19,Electronics,West,15,357.38,5360.7,851.53,15.9
2025-01-19,Electronics,West,10,109.57,1095.7,270.93,24.7
2025-01-19,Food & Beverage,East,3,23.28,69.84,25.02,35.8
2025-01-19,Electronics,West,28,325.69,9119.32,2133.11,23.4
2025-01-20,Sports,East,15,155.76,2336.4,555.4,23.8
2025-01-20,Books,East,16,37.61,601.76,242.47,40.3
2025-01-20,Sports,West,4,175.31,701.24,275.61,39.3
2025-01-20,Food & Beverage,East,58,17.14,994.12,279.91,28.2
2025-01-20,Sports,East,23,47.72,1097.56,263.66,24.0
2025-01-20,Sports,South,38,127.64,4850.32,1640.46,33.8
2025-01-20,Food & Beverage,North,50,48.51,2425.5,673.25,27.8
2025-01-20,Books,West,39,24.61,959.79,444.2,46.3
2025-01-20,Sports,North,39,58.91,2297.49,890.6,38.8
2025-01-21,Electronics,North,8,558.93,4471.44,675.28,15.1
2025-01-21,Books,West,53,20.6,1091.8,459.86,42.1
2025-01-21,Food & Beverage,West,55,25.73,1415.15,499.1,35.3
2025-01-21,Electronics,West,53,418.19,22164.07,4804.51,21.7
2025-01-21,Sports,North,14,182.46,2554.44,574.31,22.5
2025-01-21,Food & Beverage,North,19,53.39,1014.41,345.28,34.0
2025-01-21,Sports,East,23,228.37,5252.51,1516.98,28.9
2025-01-21,Clothing,East,29,102.15,2962.35,1129.03,38.1
2025-01-21,Food & Beverage,South,14,27.12,379.68,133.91,35.3
2025-01-22,Food & Beverage,West,49,20.68,1013.32,347.66,34.3
2025-01-22,Sports,North,22,124.57,2740.54,897.93,32.8
2025-01-22,Clothing,East,54,49.47,2671.38,1411.94,52.9
2025-01-22,Electronics,West,21,341.16,7164.36,1455.31,20.3
2025-01-22,Sports,South,17,203.67,3462.39,1097.88,31.7
2025-01-22,Food & Beverage,West,58,21.27,1233.66,261.34,21.2
2025-01-22,Clothing,East,2,28.04,56.08,24.98,44.5
2025-01-22,Books,East,49,27.21,1333.29,387.88,29.1
2025-01-22,Books,North,13,12.64,164.32,67.98,41.4
2025-01-23,Sports,East,10,203.19,2031.9,663.55,32.7
2025-01-23,Sports,South,59,104.53,6167.27,2399.08,38.9
2025-01-23,Food & Beverage,North,21,57.47,1206.87,324.05,26.9
2025-01-23,Electronics,South,36,130.59,4701.24,1170.83,24.9
2025-01-23,Electronics,West,15,429.96,6449.4,1598.32,24.8
2025-01-23,Clothing,South,29,74.73,2167.17,767.16,35.4
2025-01-23,Electronics,East,16,509.38,8150.08,1886.57,23.1
2025-01-23,Sports,West,27,156.18,4216.86,1769.71,42.0
2025-01-23,Clothing,West,12,104.03,1248.36,555.8,44.5
2025-01-24,Books,West,48,16.37,785.76,340.44,43.3
2025-01-24,Food & Beverage,East,28,22.74,636.72,229.23,36.0
2025-01-24,Clothing,East,35,55.12,1929.2,1040.85,54.0
2025-01-24,Clothing,East,56,106.98,5990.88,2849.31,47.6
2025-01-24,Books,South,7,35.45,248.15,106.8,43.0
2025-01-24,Books,West,35,18.03,631.05,274.93,43.6
2025-01-24,Books,South,47,17.23,809.81,333.23,41.1
2025-01-24,Books,South,30,14.95,448.5,198.43,44.2
2025-01-24,Sports,West,32,164.31,5257.92,1224.74,23.3
2025-01-25,Electronics,West,36,353.12,12712.32,3005.95,23.6
2025-01-25,Sports,South,5,167.03,835.15,194.66,23.3
2025-01-25,Food & Beverage,East,58,39.64,2299.12,741.98,32.3
2025-01-25,Sports,West,46,204.86,9423.56,2324.52,24.7
2025-01-25,Sports,South,43,118.61,5100.23,1671.24,32.8
2025-01-26,Food & Beverage,East,15,32.18,482.7,171.45,35.5
2025-01-26,Sports,South,50,137.04,6852.0,2441.12,35.6
2025-01-26,Food & Beverage,North,40,8.49,339.6,112.37,33.1
2025-01-26,Books,North,50,45.17,2258.5,883.49,39.1
2025-01-26,Books,West,47,13.16,618.52,182.32,29.5
2025-01-26,Books,South,54,12.42,670.68,267.85,39.9
2025-01-26,Sports,North,22,53.88,1185.36,485.08,40.9
2025-01-26,Books,West,52,21.04,1094.08,448.76,41.0
2025-01-26,Clothing,East,12,26.32,315.84,122.8,38.9
2025-01-27,Sports,East,32,49.59,1586.88,431.79,27.2
2025-01-27,Clothing,South,23,106.64,2452.72,1123.96,45.8
2025-01-27,Food & Beverage,West,49,9.23,452.27,104.72,23.2
2025-01-27,Books,North,36,11.38,409.68,137.58,33.6
2025-01-27,Clothing,North,34,18.77,638.18,243.6,38.2
2025-01-27,Food & Beverage,North,52,52.59,2734.68,800.37,29.3
2025-01-27,Electronics,South,13,312.59,4063.67,750.83,18.5
2025-01-27,Books,South,23,9.99,229.77,93.55,40.7
2025-01-27,Clothing,East,37,35.26,1304.62,535.12,41.0
2025-01-28,Clothing,South,53,90.9,4817.7,1481.85,30.8
2025-01-28,Electronics,North,52,543.24,28248.48,6823.54,24.2
2025-01-28,Electronics,East,44,163.56,7196.64,1348.68,18.7
2025-01-28,Electronics,West,13,333.47,4335.11,1082.28,25.0
2025-01-28,Food & Beverage,West,60,34.63,2077.8,719.65,34.6
2025-01-28,Sports,North,43,179.11,7701.73,2215.55,28.8
2025-01-28,Food & Beverage,South,16,43.4,694.4,193.15,27.8
2025-01-28,Sports,North,23,45.68,1050.64,437.56,41.6
2025-01-28,Sports,North,55,169.79,9338.45,3293.69,35.3
2025-01-28,Food & Beverage,West,49,29.59,1449.91,319.25,22.0
2025-01-29,Clothing,West,49,35.79,1753.71,940.1,53.6
2025-01-29,Sports,West,28,114.23,3198.44,1017.4,31.8
2025-01-29,Sports,North,21,180.93,3799.53,1299.18,34.2
2025-01-29,Food & Beverage,West,51,39.68,2023.68,676.25,33.4
2025-01-29,Electronics,North,13,549.29,7140.77,1141.99,16.0
2025-01-29,Books,South,42,16.23,681.66,177.93,26.1
2025-01-30,Electronics,East,25,167.01,4175.25,1024.37,24.5
2025-01-30,Electronics,West,48,293.52,14088.96,3246.08,23.0
2025-01-30,Books,East,44,31.89,1403.16,644.69,45.9
2025-01-30,Electronics,West,12,454.79,5457.48,1160.33,21.3
2025-01-31,Clothing,West,14,74.97,1049.58,475.73,45.3
2025-01-31,Electronics,West,14,458.13,6413.82,866.65,13.5
2025-01-31,Food & Beverage,North,58,18.19,1055.02,361.58,34.3
2025-01-31,Food & Beverage,South,25,37.98,949.5,241.51,25.4
2025-02-01,Sports,North,10,52.33,523.3,140.89,26.9
2025-02-01,Food & Beverage,West,44,30.67,1349.48,476.03,35.3
2025-02-01,Food & Beverage,South,57,30.96,1764.72,640.15,36.3
2025-02-01,Sports,North,27,193.48,5223.96,1543.3,29.5
2025-02-01,Clothing,West,17,78.01,1326.17,605.57,45.7
2025-02-01,Sports,North,45,181.8,8181.0,2010.71,24.6
2025-02-01,Clothing,North,41,31.06,1273.46,432.63,34.0
2025-02-01,Sports,North,12,134.15,1609.8,408.04,25.3
2025-02-01,Food & Beverage,West,19,29.13,553.47,131.14,23.7
2025-02-01,Books,East,7,33.97,237.79,81.05,34.1
2025-02-02,Electronics,West,13,133.39,1734.07,432.52,24.9
2025-02-02,Sports,West,7,40.05,280.35,63.81,22.8
2025-02-02,Sports,South,6,141.53,849.18,323.78,38.1
2025-02-02,Clothing,West,40,53.94,2157.6,1045.54,48.5
2025-02-02,Sports,North,43,216.26,9299.18,3471.92,37.3
2025-02-03,Clothing,East,3,78.46,235.38,126.43,53.7
2025-02-03,Food & Beverage,East,59,13.54,798.86,217.62,27.2
2025-02-03,Electronics,West,25,144.3,3607.5,569.75,15.8
2025-02-03,Electronics,South,12,309.09,3709.08,607.05,16.4
2025-02-03,Sports,North,56,114.19,6394.64,2485.5,38.9
2025-02-04,Books,East,36,13.81,497.16,186.85,37.6
2025-02-04,Food & Beverage,North,8,41.19,329.52,86.33,26.2
2025-02-04,Books,North,40,35.71,1428.4,594.98,41.7
2025-02-04,Food & Beverage,East,3,12.03,36.09,7.25,20.1
2025-02-04,Clothing,North,25,17.66,441.5,138.9,31.5
2025-02-04,Sports,North,55,69.48,3821.4,1320.89,34.6
2025-02-04,Books,North,2,33.08,66.16,30.4,45.9
2025-02-04,Books,West,19,29.94,568.86,192.82,33.9
2025-02-05,Clothing,West,40,41.25,1650.0,899.3,54.5
2025-02-05,Sports,West,59,181.74,10722.66,3333.08,31.1
2025-02-05,Food & Beverage,South,10,16.12,161.2,52.58,32.6
2025-02-05,Sports,East,57,51.3,2924.1,1076.07,36.8
2025-02-05,Sports,East,10,29.04,290.4,87.72,30.2
2025-02-05,Books,South,26,10.8,280.8,110.66,39.4
2025-02-05,Clothing,West,27,107.78,2910.06,1208.1,41.5
2025-02-05,Sports,West,25,103.43,2585.75,743.56,28.8
2025-02-05,Sports,South,47,103.85,4880.95,1313.96,26.9
2025-02-06,Clothing,South,56,82.42,4615.52,2289.44,49.6
2025-02-06,Food & Beverage,West,36,43.81,1577.16,533.74,33.8
2025-02-06,Food & Beverage,East,14,23.81,333.34,91.35,27.4
2025-02-06,Books,West,20,36.95,739.0,347.2,47.0
2025-02-06,Books,West,4,14.38,57.52,18.85,32.8
2025-02-06,Clothing,West,60,69.34,4160.4,1435.67,34.5
2025-02-06,Sports,North,45,65.74,2958.3,986.53,33.3
2025-02-06,Clothing,East,48,90.79,4357.92,2145.45,49.2
2025-02-06,Sports,South,10,84.63,846.3,265.5,31.4
2025-02-07,Clothing,West,21,79.09,1660.89,815.24,49.1
2025-02-07,Books,North,44,12.77,561.88,148.92,26.5
2025-02-07,Electronics,North,59,508.47,29999.73,3805.7,12.7
2025-02-07,Electronics,East,60,481.7,28902.0,4230.99,14.6
2025-02-07,Clothing,South,20,92.94,1858.8,726.3,39.1
2025-02-07,Food & Beverage,West,31,20.24,627.44,134.93,21.5
2025-02-07,Food & Beverage,North,52,34.83,1811.16,652.31,36.0
2025-02-07,Clothing,South,27,24.69,666.63,351.69,52.8
2025-02-07,Sports,South,36,107.48,3869.28,1214.62,31.4
2025-02-07,Food & Beverage,South,8,31.39,251.12,52.57,20.9
2025-02-08,Electronics,North,9,517.15,4654.35,844.6,18.1
2025-02-08,Sports,South,50,21.23,1061.5,379.62,35.8
2025-02-08,Food & Beverage,West,38,30.74,1168.12,314.77,26.9
2025-02-08,Electronics,West,43,318.05,13676.15,3215.65,23.5
2025-02-08,Electronics,East,5,162.16,810.8,163.07,20.1
2025-02-08,Sports,South,8,178.85,1430.8,541.12,37.8
2025-02-08,Clothing,East,19,94.18,1789.42,961.26,53.7
2025-02-09,Food & Beverage,West,2,32.98,65.96,19.66,29.8
2025-02-09,Clothing,East,55,43.61,2398.55,1027.43,42.8
2025-02-09,Books,North,32,20.92,669.44,193.06,28.8
2025-02-09,Clothing,East,17,65.24,1109.08,452.77,40.8
2025-02-10,Food & Beverage,West,43,8.61,370.23,107.46,29.0
2025-02-10,Clothing,North,48,86.52,4152.96,1560.17,37.6
2025-02-10,Clothing,West,25,55.78,1394.5,660.74,47.4
2025-02-10,Food & Beverage,West,22,21.51,473.22,133.69,28.3
2025-02-11,Sports,West,46,81.58,3752.68,1533.27,40.9
2025-02-11,Food & Beverage,South,32,15.91,509.12,100.12,19.7
2025-02-11,Sports,North,52,160.91,8367.32,2374.0,28.4
2025-02-11,Books,North,2,39.04,78.08,34.0,43.5
2025-02-11,Electronics,South,5,138.95,694.75,89.24,12.8
2025-02-11,Books,South,50,9.72,486.0,129.93,26.7
2025-02-11,Electronics,East,56,484.83,27150.48,3506.48,12.9
2025-02-11,Books,West,41,35.95,1473.95,634.99,43.1
2025-02-11,Electronics,North,4,432.1,1728.4,252.24,14.6
2025-02-11,Electronics,South,6,343.5,2061.0,271.86,13.2
2025-02-12,Clothing,South,4,81.25,325.0,128.94,39.7
2025-02-12,Books,South,31,30.75,953.25,393.59,41.3
2025-02-12,Sports,South,31,64.67,2004.77,712.16,35.5
2025-02-12,Electronics,West,12,293.19,3518.28,458.58,13.0
2025-02-12,Clothing,East,10,112.57,1125.7,499.65,44.4
2025-02-12,Clothing,North,45,109.22,4914.9,1705.71,34.7
2025-02-12,Food & Beverage,South,11,20.48,225.28,78.22,34.7
2025-02-13,Books,West,33,28.5,940.5,282.34,30.0
2025-02-13,Food & Beverage,East,48,16.63,798.24,144.8,18.1
2025-02-13,Food & Beverage,East,49,12.87,630.63,121.29,19.2
2025-02-13,Sports,East,58,159.52,9252.16,3182.46,34.4
2025-02-13,Sports,North,44,181.24,7974.56,2896.54,36.3
2025-02-13,Electronics,North,21,376.07,7897.47,1888.47,23.9
2025-02-14,Books,North,37,18.86,697.82,309.23,44.3
2025-02-14,Sports,East,48,174.27,8364.96,2460.04,29.4
2025-02-14,Food & Beverage,West,21,29.57,620.97,204.3,32.9
2025-02-14,Clothing,South,3,78.79,236.37,95.12,40.2
2025-02-14,Sports,East,60,171.49,10289.4,4208.8,40.9
2025-02-14,Sports,West,56,181.84,10183.04,3161.17,31.0
2025-02-15,Sports,West,2,177.21,354.42,133.85,37.8
2025-02-15,Sports,South,26,77.25,2008.5,616.36,30.7
2025-02-15,Clothing,South,38,102.9,3910.2,1385.18,35.4
2025-02-15,Electronics,West,31,142.96,4431.76,726.15,16.4
2025-02-15,Electronics,West,26,146.49,3808.74,867.9,22.8
2025-02-16,Books,East,15,14.78,221.7,86.37,39.0
2025-02-16,Sports,West,28,190.52,5334.56,1344.12,25.2
2025-02-16,Electronics,East,7,113.51,794.57,128.74,16.2
2025-02-16,Sports,East,10,65.44,654.4,267.43,40.9
2025-02-16,Clothing,West,32,16.36,523.52,197.37,37.7
2025-02-16,Clothing,East,41,49.99,2049.59,931.78,45.5
2025-02-16,Books,North,39,13.96,544.44,171.41,31.5
2025-02-16,Food & Beverage,South,24,27.4,657.6,180.65,27.5
2025-02-16,Electronics,West,24,255.14,6123.36,901.54,14.7
2025-02-16,Food & Beverage,South,59,39.81,2348.79,569.6,24.3
2025-02-17,Food & Beverage,East,37,42.76,1582.12,505.75,32.0
2025-02-17,Clothing,East,51,85.5,4360.5,2366.81,54.3
2025-02-17,Clothing,South,53,90.96,4820.88,2035.12,42.2
2025-02-17,Sports,North,21,128.77,2704.17,646.61,23.9
2025-02-17,Clothing,East,6,74.1,444.6,184.81,41.6
2025-02-17,Food & Beverage,North,29,25.91,751.39,164.28,21.9
2025-02-17,Food & Beverage,South,24,38.83,931.92,178.75,19.2
2025-02-18,Clothing,North,21,60.26,1265.46,575.99,45.5
2025-02-18,Books,South,51,15.06,768.06,248.55,32.4
2025-02-18,Food & Beverage,South,53,37.33,1978.49,430.6,21.8
2025-02-18,Books,North,19,36.19,687.61,288.22,41.9
2025-02-18,Clothing,East,16,102.93,1646.88,668.22,40.6
2025-02-19,Electronics,East,17,174.07,2959.19,469.01,15.8
2025-02-19,Electronics,West,6,234.83,1408.98,311.18,22.1
2025-02-19,Clothing,West,41,55.11,2259.51,766.53,33.9
2025-02-19,Sports,East,7,198.07,1386.49,431.46,31.1
2025-02-19,Clothing,West,19,32.1,609.9,202.57,33.2
2025-02-19,Electronics,North,4,511.12,2044.48,392.2,19.2
2025-02-19,Food & Beverage,South,21,38.19,801.99,204.51,25.5
2025-02-19,Electronics,West,42,216.03,9073.26,1298.74,14.3
2025-02-19,Books,North,42,19.61,823.62,313.05,38.0
2025-02-19,Books,North,57,28.03,1597.71,665.03,41.6
2025-02-20,Clothing,West,5,112.33,561.65,188.14,33.5
2025-02-20,Electronics,South,46,160.84,7398.64,1613.69,21.8
2025-02-20,Food & Beverage,East,6,24.75,148.5,49.03,33.0
2025-02-20,Sports,West,35,31.19,1091.65,331.07,30.3
2025-02-20,Sports,South,36,151.3,5446.8,2085.43,38.3
2025-02-20,Sports,South,8,141.57,1132.56,445.93,39.4
2025-02-20,Clothing,South,4,74.43,297.72,130.82,43.9
2025-02-20,Electronics,South,31,88.03,2728.93,405.16,14.8
2025-02-20,Clothing,South,56,26.51,1484.56,563.93,38.0
2025-02-21,Sports,North,33,181.47,5988.51,1907.01,31.8
2025-02-21,Sports,North,3,64.43,193.29,43.92,22.7
2025-02-21,Clothing,West,1,51.69,51.69,16.55,32.0
2025-02-21,Food & Beverage,South,26,13.12,341.12,97.99,28.7
2025-02-21,Books,East,18,27.09,487.62,179.2,36.8
2025-02-21,Clothing,South,49,70.92,3475.08,1333.12,38.4
2025-02-21,Food & Beverage,East,26,10.88,282.88,67.06,23.7
2025-02-22,Sports,West,14,53.27,745.78,170.29,22.8
2025-02-22,Electronics,South,13,359.19,4669.47,1006.93,21.6
2025-02-22,Food & Beverage,South,57,28.53,1626.21,391.39,24.1
2025-02-22,Sports,North,42,152.61,6409.62,2136.77,33.3
2025-02-23,Food & Beverage,South,33,5.46,180.18,32.88,18.2
2025-02-23,Clothing,East,14,70.83,991.62,475.96,48.0
2025-02-23,Food & Beverage,West,26,32.08,834.08,177.7,21.3
2025-02-23,Sports,West,36,127.41,4586.76,1738.38,37.9
2025-02-23,Clothing,North,40,30.2,1208.0,362.48,30.0
2025-02-23,Electronics,North,55,97.42,5358.1,833.99,15.6
2025-02-23,Electronics,East,29,252.21,7314.09,1417.87,19.4
2025-02-23,Clothing,North,4,61.69,246.76,113.87,46.1
2025-02-23,Sports,East,5,73.92,369.6,129.63,35.1
2025-02-23,Food & Beverage,North,58,11.96,693.68,144.54,20.8
2025-02-24,Clothing,North,59,94.13,5553.67,2988.46,53.8
2025-02-24,Electronics,West,12,86.02,1032.24,135.42,13.1
2025-02-24,Clothing,West,56,108.08,6052.48,2867.24,47.4
2025-02-24,Food & Beverage,East,2,38.46,76.92,21.23,27.6
2025-02-24,Clothing,South,5,51.07,255.35,100.7,39.4
2025-02-24,Electronics,West,28,428.79,12006.12,2084.44,17.4
2025-02-24,Electronics,North,43,122.43,5264.49,1158.39,22.0
2025-02-25,Food & Beverage,West,13,41.09,534.17,98.76,18.5
2025-02-25,Food & Beverage,South,16,32.43,518.88,177.49,34.2
2025-02-25,Electronics,West,36,479.9,17276.4,3170.37,18.4
2025-02-25,Clothing,North,19,61.21,1162.99,522.78,45.0
2025-02-25,Sports,West,35,49.5,1732.5,609.36,35.2
2025-02-25,Food & Beverage,South,21,34.28,719.88,179.51,24.9
2025-02-26,Books,West,24,22.96,551.04,181.79,33.0
2025-02-26,Food & Beverage,South,53,31.74,1682.22,602.04,35.8
2025-02-26,Books,West,24,38.76,930.24,251.06,27.0
2025-02-26,Food & Beverage,South,22,41.95,922.9,285.26,30.9
2025-02-26,Sports,South,57,24.93,1421.01,456.53,32.1
2025-02-27,Clothing,East,35,85.5,2992.5,1454.95,48.6
2025-02-27,Books,South,53,30.02,1591.06,699.55,44.0
2025-02-27,Sports,North,53,109.73,5815.69,1409.58,24.2
2025-02-27,Books,North,34,13.02,442.68,111.08,25.1
2025-02-27,Books,South,48,13.73,659.04,272.34,41.3
2025-02-27,Food & Beverage,West,8,19.65,157.2,54.59,34.7
2025-02-27,Food & Beverage,West,34,34.56,1175.04,303.82,25.9
2025-02-27,Books,East,48,22.11,1061.28,448.77,42.3
2025-02-27,Electronics,South,41,315.4,12931.4,1813.51,14.0
2025-02-27,Clothing,North,58,113.08,6558.64,2794.82,42.6
2025-02-28,Sports,South,59,29.7,1752.3,718.48,41.0
2025-02-28,Clothing,West,20,101.65,2033.0,885.35,43.5
2025-02-28,Electronics,South,2,78.13,156.26,24.76,15.8
2025-02-28,Clothing,South,53,86.84,4602.52,1462.84,31.8
2025-03-01,Sports,North,28,218.59,6120.52,2156.36,35.2
2025-03-01,Electronics,East,22,255.0,5610.0,825.22,14.7
2025-03-01,Sports,West,41,130.66,5357.06,1223.42,22.8
2025-03-01,Sports,North,32,89.16,2853.12,645.4,22.6
2025-03-01,Sports,West,49,117.02,5733.98,1373.87,24.0
2025-03-01,Books,East,44,24.87,1094.28,280.45,25.6
2025-03-02,Sports,North,31,75.2,2331.2,555.78,23.8
2025-03-02,Clothing,North,30,63.12,1893.6,727.8,38.4
2025-03-02,Books,West,3,18.33,54.99,20.74,37.7
2025-03-02,Sports,South,40,84.52,3380.8,750.74,22.2
2025-03-03,Books,North,60,27.83,1669.8,443.99,26.6
2025-03-03,Clothing,West,18,88.2,1587.6,630.35,39.7
2025-03-03,Books,North,17,30.75,522.75,214.64,41.1
2025-03-03,Sports,South,58,91.18,5288.44,2066.25,39.1
2025-03-03,Electronics,East,39,230.15,8975.85,1205.08,13.4
2025-03-04,Electronics,South,31,255.8,7929.8,957.44,12.1
2025-03-04,Clothing,West,3,46.74,140.22,49.9,35.6
2025-03-04,Books,West,15,30.84,462.6,201.66,43.6
2025-03-04,Electronics,North,11,159.24,1751.64,378.79,21.6
2025-03-04,Books,North,29,27.46,796.34,344.57,43.3
2025-03-05,Electronics,East,41,323.68,13270.88,2314.72,17.4
2025-03-05,Electronics,East,28,329.76,9233.28,1614.84,17.5
2025-03-05,Electronics,North,17,515.97,8771.49,1810.53,20.6
2025-03-05,Sports,West,33,185.47,6120.51,2456.3,40.1
2025-03-05,Clothing,North,2,36.81,73.62,32.58,44.3
2025-03-05,Clothing,West,43,119.63,5144.09,2023.32,39.3
2025-03-05,Food & Beverage,West,5,48.69,243.45,75.77,31.1
2025-03-06,Sports,North,36,31.23,1124.28,292.86,26.0
2025-03-06,Food & Beverage,South,48,32.91,1579.68,287.88,18.2
2025-03-06,Electronics,North,8,345.36,2762.88,427.05,15.5
2025-03-06,Books,North,20,41.6,832.0,234.23,28.2
2025-03-06,Clothing,West,52,37.42,1945.84,906.78,46.6
2025-03-06,Sports,West,14,37.83,529.62,157.6,29.8
2025-03-06,Books,North,10,33.75,337.5,150.97,44.7
2025-03-06,Clothing,North,31,79.24,2456.44,1343.28,54.7
2025-03-07,Clothing,South,41,84.7,3472.7,1770.88,51.0
2025-03-07,Food & Beverage,South,53,15.13,801.89,153.91,19.2
2025-03-07,Sports,North,56,89.34,5003.04,1495.54,29.9
2025-03-07,Clothing,East,26,65.34,1698.84,864.87,50.9
2025-03-07,Clothing,South,31,71.61,2219.91,1104.66,49.8
2025-03-07,Sports,South,16,115.03,1840.48,510.78,27.8
2025-03-07,Electronics,West,39,92.98,3626.22,466.42,12.9
2025-03-07,Electronics,South,50,314.45,15722.5,2641.97,16.8
2025-03-08,Food & Beverage,West,42,41.31,1735.02,630.54,36.3
2025-03-08,Food & Beverage,East,59,19.81,1168.79,432.1,37.0
2025-03-08,Books,West,25,32.24,806.0,357.13,44.3
2025-03-08,Books,South,31,16.91,524.21,214.42,40.9
2025-03-08,Food & Beverage,North,17,38.31,651.27,238.91,36.7
2025-03-08,Food & Beverage,South,21,42.04,882.84,216.15,24.5
2025-03-08,Clothing,South,23,105.39,2423.97,843.45,34.8
2025-03-09,Books,West,18,16.45,296.1,102.89,34.7
2025-03-09,Clothing,South,52,86.26,4485.52,1676.48,37.4
2025-03-09,Food & Beverage,East,14,42.96,601.44,178.24,29.6
2025-03-09,Clothing,North,47,104.52,4912.44,1831.68,37.3
2025-03-09,Clothing,South,39,88.15,3437.85,1745.04,50.8
2025-03-09,Clothing,West,24,40.79,978.96,412.23,42.1
2025-03-10,Books,West,35,18.92,662.2,204.35,30.9
2025-03-10,Electronics,East,8,510.23,4081.84,921.29,22.6
2025-03-10,Sports,North,5,62.11,310.55,126.34,40.7
2025-03-10,Sports,West,60,198.35,11901.0,4007.27,33.7
2025-03-10,Food & Beverage,West,13,16.96,220.48,82.97,37.6
2025-03-10,Sports,North,31,113.49,3518.19,994.34,28.3
2025-03-11,Clothing,North,24,109.04,2616.96,1435.53,54.9
2025-03-11,Electronics,North,18,143.9,2590.2,491.05,19.0
2025-03-11,Clothing,North,60,106.97,6418.2,2604.61,40.6
2025-03-11,Electronics,North,1,145.82,145.82,36.02,24.7
2025-03-11,Food & Beverage,East,28,16.62,465.36,104.28,22.4
2025-03-12,Books,East,60,26.97,1618.2,717.47,44.3
2025-03-12,Clothing,North,36,87.78,3160.08,1550.3,49.1
2025-03-12,Clothing,West,14,71.88,1006.32,306.28,30.4
2025-03-12,Clothing,North,37,106.66,3946.42,2149.49,54.5
2025-03-12,Food & Beverage,West,8,9.31,74.48,26.0,34.9
2025-03-12,Clothing,South,30,71.11,2133.3,1115.65,52.3
2025-03-12,Clothing,East,7,16.1,112.7,52.72,46.8
2025-03-12,Sports,West,29,58.41,1693.89,406.66,24.0
2025-03-13,Sports,West,29,47.07,1365.03,542.77,39.8
2025-03-13,Books,West,2,25.32,50.64,15.82,31.2
2025-03-13,Sports,West,51,177.53,9054.03,2611.71,28.8
2025-03-13,Electronics,West,33,338.57,11172.81,2558.22,22.9
2025-03-14,Clothing,East,10,93.31,933.1,420.12,45.0
2025-03-14,Sports,South,51,83.45,4255.95,1121.81,26.4
2025-03-14,Food & Beverage,West,18,16.19,291.42,69.4,23.8
2025-03-14,Clothing,West,39,107.16,4179.24,2257.47,54.0
2025-03-14,Books,South,42,27.29,1146.18,405.77,35.4
2025-03-14,Electronics,West,37,224.98,8324.26,1411.18,17.0
2025-03-14,Sports,West,47,100.16,4707.52,1434.98,30.5
2025-03-14,Sports,East,23,64.2,1476.6,433.11,29.3
2025-03-15,Sports,South,11,53.5,588.5,198.38,33.7
2025-03-15,Books,South,55,8.25,453.75,153.25,33.8
2025-03-15,Electronics,South,6,339.29,2035.74,286.3,14.1
2025-03-15,Books,North,17,12.12,206.04,95.68,46.4
2025-03-15,Sports,South,19,40.94,777.86,238.94,30.7
2025-03-15,Clothing,South,27,42.95,1159.65,498.8,43.0
2025-03-16,Electronics,North,37,408.18,15102.66,3352.1,22.2
2025-03-16,Clothing,East,36,67.59,2433.24,987.45,40.6
2025-03-16,Clothing,South,2,89.83,179.66,62.67,34.9
2025-03-16,Electronics,North,50,141.03,7051.5,1595.39,22.6
2025-03-16,Clothing,North,50,73.1,3655.0,1791.74,49.0
2025-03-17,Clothing,South,35,101.59,3555.65,1285.05,36.1
2025-03-17,Electronics,East,55,159.76,8786.8,1365.5,15.5
2025-03-17,Electronics,North,26,157.18,4086.68,516.09,12.6
2025-03-17,Clothing,South,16,94.93,1518.88,772.46,50.9
2025-03-17,Books,East,30,16.66,499.8,145.08,29.0
2025-03-17,Electronics,South,11,313.97,3453.67,753.2,21.8
2025-03-17,Electronics,West,9,80.24,722.16,129.92,18.0
2025-03-17,Sports,West,36,117.46,4228.56,1271.86,30.1
2025-03-17,Books,West,42,38.19,1603.98,531.57,33.1
2025-03-18,Books,West,49,16.05,786.45,366.08,46.5
2025-03-18,Clothing,West,9,99.51,895.59,315.0,35.2
2025-03-18,Books,East,54,18.43,995.22,387.15,38.9
2025-03-18,Sports,West,25,73.91,1847.75,415.33,22.5
2025-03-18,Sports,South,49,20.6,1009.4,309.99,30.7
2025-03-18,Clothing,West,56,77.0,4312.0,2111.54,49.0
2025-03-18,Clothing,East,26,42.71,1110.46,337.68,30.4
2025-03-18,Clothing,West,17,66.11,1123.87,468.19,41.7
2025-03-19,Food & Beverage,South,30,9.78,293.4,109.12,37.2
2025-03-19,Clothing,South,58,73.98,4290.84,1395.9,32.5
2025-03-19,Food & Beverage,North,23,29.82,685.86,176.48,25.7
2025-03-19,Sports,North,39,83.85,3270.15,1256.45,38.4
2025-03-19,Books,West,3,37.89,113.67,51.13,45.0
